id_comparacao;id_hospital;imag_medica;tempo_espera;cuidados;exp_pacientes;read_nacional;seguranca_nac;mortalidade_nac;data_comparacao
4123;531314;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4124;451310;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4125;490129;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4126;501335;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4127;521304;Not Available;Above the national average;Same as the national average;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4128;501340;Not Available;Same as the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4129;471302;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4130;450788;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4131;450771;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4132;450874;Not Available;Same as the national average;Same as the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4133;670117;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4134;521346;Not Available;Not Available;Same as the national average;Below the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4135;450875;Not Available;Not Available;Not Available;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4136;451322;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4137;531311;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4138;451362;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4139;510048;Above the national average;Same as the national average;Same as the national average;Below the national average;Same as the national average;Same as the national average;Above the national average;2017-05-20
4140;511303;Not Available;Above the national average;Same as the national average;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4141;451380;Same as the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4142;520045;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Below the national average;2017-05-20
4143;500014;Above the national average;Below the national average;Same as the national average;Same as the national average;Above the national average;Below the national average;Below the national average;2017-05-20
4144;521343;Same as the national average;Above the national average;Same as the national average;Above the national average;Same as the national average;Not Available;Not Available;2017-05-20
4145;451355;Not Available;Above the national average;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4146;450358;Below the national average;Below the national average;Above the national average;Above the national average;Above the national average;Below the national average;Above the national average;2017-05-20
4147;450883;Not Available;Same as the national average;Same as the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4148;450869;Below the national average;Below the national average;Same as the national average;Below the national average;Above the national average;Same as the national average;Above the national average;2017-05-20
4149;521333;Not Available;Above the national average;Not Available;Above the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4150;450851;Not Available;Not Available;Not Available;Above the national average;Above the national average;Not Available;Same as the national average;2017-05-20
4151;491303;Same as the national average;Above the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4152;670024;Below the national average;Below the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;Above the national average;2017-05-20
4153;500077;Above the national average;Below the national average;Same as the national average;Same as the national average;Above the national average;Below the national average;Same as the national average;2017-05-20
4154;501336;Not Available;Not Available;Not Available;Above the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4155;450124;Same as the national average;Below the national average;Same as the national average;Below the national average;Below the national average;Same as the national average;Same as the national average;2017-05-20
4156;490107;Same as the national average;Above the national average;Same as the national average;Below the national average;Below the national average;Above the national average;Same as the national average;2017-05-20
4157;511320;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4158;511306;Below the national average;Same as the national average;Same as the national average;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4159;450587;Below the national average;Same as the national average;Same as the national average;Below the national average;Same as the national average;Above the national average;Below the national average;2017-05-20
4160;490063;Above the national average;Same as the national average;Same as the national average;Same as the national average;Below the national average;Same as the national average;Same as the national average;2017-05-20
4161;450211;Below the national average;Below the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4162;451312;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4163;450400;Not Available;Above the national average;Same as the national average;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4164;450860;Not Available;Not Available;Same as the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4165;490032;Above the national average;Below the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4166;500027;Same as the national average;Above the national average;Same as the national average;Same as the national average;Above the national average;Below the national average;Same as the national average;2017-05-20
4167;520070;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Below the national average;Same as the national average;2017-05-20
4168;521358;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Not Available;Same as the national average;2017-05-20
4169;461302;Not Available;Same as the national average;Same as the national average;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4170;670049;Not Available;Same as the national average;Above the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4171;500054;Above the national average;Same as the national average;Same as the national average;Below the national average;Above the national average;Same as the national average;Below the national average;2017-05-20
4172;670005;Not Available;Not Available;Same as the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4173;451325;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4174;670116;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4175;450209;Same as the national average;Below the national average;Same as the national average;Below the national average;Above the national average;Below the national average;Same as the national average;2017-05-20
4176;670111;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4177;460014;Not Available;Same as the national average;Same as the national average;Below the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4178;450867;Not Available;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;2017-05-20
4179;450808;Not Available;Not Available;Same as the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4180;520139;Same as the national average;Above the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4181;501330;Not Available;Not Available;Not Available;Below the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4182;450178;Not Available;Same as the national average;Same as the national average;Same as the national average;Below the national average;Not Available;Same as the national average;2017-05-20
4183;531315;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4184;501307;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4185;520002;Same as the national average;Above the national average;Above the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4186;670043;Same as the national average;Same as the national average;Same as the national average;Below the national average;Below the national average;Same as the national average;Same as the national average;2017-05-20
4187;521309;Not Available;Above the national average;Same as the national average;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4188;520089;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Above the national average;2017-05-20
4189;510062;Below the national average;Below the national average;Same as the national average;Below the national average;Below the national average;Above the national average;Same as the national average;2017-05-20
4190;451350;Not Available;Above the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4191;460005;Same as the national average;Above the national average;Same as the national average;Below the national average;Same as the national average;Above the national average;Same as the national average;2017-05-20
4192;520013;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;Below the national average;Same as the national average;2017-05-20
4193;510058;Below the national average;Above the national average;Same as the national average;Below the national average;Below the national average;Below the national average;Same as the national average;2017-05-20
4194;521335;Same as the national average;Above the national average;Same as the national average;Above the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4195;450670;Same as the national average;Same as the national average;Same as the national average;Below the national average;Above the national average;Below the national average;Above the national average;2017-05-20
4196;500124;Above the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Above the national average;2017-05-20
4197;670034;Same as the national average;Above the national average;Above the national average;Above the national average;Same as the national average;Above the national average;Same as the national average;2017-05-20
4198;670044;Same as the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4199;460042;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4200;490037;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4201;450571;Same as the national average;Above the national average;Above the national average;Above the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4202;521353;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4203;450213;Below the national average;Below the national average;Same as the national average;Below the national average;Same as the national average;Below the national average;Same as the national average;2017-05-20
4204;490060;Below the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;2017-05-20
4205;500005;Same as the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Above the national average;Same as the national average;2017-05-20
4206;451354;Not Available;Same as the national average;Not Available;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4207;460026;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;Not Available;Not Available;2017-05-20
4208;511310;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4209;670112;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4210;501322;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4211;501321;Not Available;Same as the national average;Same as the national average;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4212;510091;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4213;450489;Not Available;Above the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4214;500021;Same as the national average;Below the national average;Same as the national average;Below the national average;Above the national average;Below the national average;Same as the national average;2017-05-20
4215;450889;Not Available;Not Available;Same as the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4216;520078;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Above the national average;2017-05-20
4217;450698;Not Available;Above the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4218;670059;Same as the national average;Same as the national average;Same as the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4219;520059;Same as the national average;Above the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4220;521310;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4221;530014;Same as the national average;Same as the national average;Same as the national average;Below the national average;Below the national average;Above the national average;Same as the national average;2017-05-20
4222;511311;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4223;451335;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4224;520035;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4225;450820;Below the national average;Below the national average;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;2017-05-20
4226;450539;Same as the national average;Same as the national average;Below the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4227;670056;Same as the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4228;450580;Same as the national average;Above the national average;Below the national average;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4229;501303;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4230;471301;Not Available;Not Available;Not Available;Below the national average;Below the national average;Not Available;Same as the national average;2017-05-20
4231;451319;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4232;450690;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4233;493301;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4234;520136;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Below the national average;Same as the national average;2017-05-20
4235;450709;Not Available;Below the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4236;450659;Same as the national average;Same as the national average;Same as the national average;Below the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4237;450340;Same as the national average;Above the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4238;450694;Not Available;Same as the national average;Same as the national average;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4239;510023;Same as the national average;Above the national average;Below the national average;Below the national average;Below the national average;Above the national average;Above the national average;2017-05-20
4240;450475;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4241;490097;Same as the national average;Above the national average;Same as the national average;Below the national average;Below the national average;Not Available;Same as the national average;2017-05-20
4242;670053;Not Available;Same as the national average;Same as the national average;Below the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4243;501304;Same as the national average;Same as the national average;Same as the national average;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4244;500001;Same as the national average;Below the national average;Same as the national average;Above the national average;Above the national average;Above the national average;Below the national average;2017-05-20
4245;450840;Not Available;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4246;520034;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4247;450847;Below the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Above the national average;Same as the national average;2017-05-20
4248;450702;Below the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;2017-05-20
4249;520087;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Below the national average;2017-05-20
4250;531312;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Not Available;Same as the national average;2017-05-20
4251;450672;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4252;670072;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4253;521317;Not Available;Above the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4254;450465;Not Available;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4255;510030;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;Below the national average;Same as the national average;2017-05-20
4256;451324;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4257;521320;Not Available;Above the national average;Same as the national average;Above the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4258;521312;Not Available;Above the national average;Same as the national average;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4259;521316;Not Available;Above the national average;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4260;501312;Not Available;Not Available;Not Available;Same as the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4261;461310;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4262;490018;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Below the national average;2017-05-20
4263;451347;Not Available;Not Available;Not Available;Not Available;Below the national average;Not Available;Same as the national average;2017-05-20
4264;490089;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Not Available;Same as the national average;2017-05-20
4265;520193;Same as the national average;Above the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4266;670078;Above the national average;Above the national average;Same as the national average;Above the national average;Same as the national average;Not Available;Not Available;2017-05-20
4267;451384;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4268;670069;Not Available;Above the national average;Same as the national average;Above the national average;Not Available;Same as the national average;Not Available;2017-05-20
4269;531309;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4270;450347;Same as the national average;Same as the national average;Same as the national average;Below the national average;Below the national average;Above the national average;Same as the national average;2017-05-20
4271;451386;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4272;531313;Same as the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Not Available;Not Available;2017-05-20
4273;670098;Not Available;Above the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;Not Available;2017-05-20
4274;450747;Same as the national average;Above the national average;Same as the national average;Below the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4275;470012;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Above the national average;Above the national average;2017-05-20
4276;500079;Above the national average;Below the national average;Same as the national average;Below the national average;Above the national average;Below the national average;Above the national average;2017-05-20
4277;490044;Above the national average;Below the national average;Same as the national average;Above the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4278;451367;Not Available;Not Available;Not Available;Above the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4279;450488;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4280;531316;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4281;450462;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4282;500072;Same as the national average;Above the national average;Same as the national average;Same as the national average;Above the national average;Below the national average;Below the national average;2017-05-20
4283;670103;Not Available;Above the national average;Same as the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4284;493300;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4285;520019;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4286;461304;Not Available;Same as the national average;Same as the national average;Above the national average;Same as the national average;Not Available;Not Available;2017-05-20
4287;490005;Above the national average;Same as the national average;Same as the national average;Below the national average;Below the national average;Above the national average;Same as the national average;2017-05-20
4288;670068;Same as the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4289;450848;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4290;450243;Not Available;Above the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4291;521303;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4292;450893;Not Available;Above the national average;Same as the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4293;521356;Same as the national average;Above the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4294;520138;Same as the national average;Above the national average;Above the national average;Above the national average;Above the national average;Below the national average;Above the national average;2017-05-20
4295;450639;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4296;461301;Not Available;Same as the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4297;460052;Not Available;Above the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4298;451339;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4299;500141;Same as the national average;Below the national average;Same as the national average;Below the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4300;450716;Same as the national average;Same as the national average;Same as the national average;Below the national average;Below the national average;Same as the national average;Same as the national average;2017-05-20
4301;511304;Not Available;Above the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4302;511315;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4303;451316;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4304;490094;Not Available;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Not Available;Not Available;2017-05-20
4305;451301;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4306;470024;Same as the national average;Above the national average;Same as the national average;Same as the national average;Below the national average;Same as the national average;Same as the national average;2017-05-20
4307;511309;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4308;521331;Not Available;Not Available;Not Available;Above the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4309;520189;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4310;670096;Not Available;Same as the national average;Not Available;Below the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4311;520076;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4312;520028;Same as the national average;Above the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4313;510070;Same as the national average;Same as the national average;Same as the national average;Below the national average;Below the national average;Above the national average;Above the national average;2017-05-20
4314;450130;Same as the national average;Above the national average;Same as the national average;Below the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4315;490101;Same as the national average;Above the national average;Same as the national average;Above the national average;Below the national average;Above the national average;Same as the national average;2017-05-20
4316;523302;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4317;450372;Same as the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Below the national average;Same as the national average;2017-05-20
4318;520195;Not Available;Not Available;Not Available;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4319;521352;Not Available;Above the national average;Same as the national average;Above the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4320;450643;Same as the national average;Below the national average;Same as the national average;Below the national average;Same as the national average;Above the national average;Same as the national average;2017-05-20
4321;520116;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4322;500011;Same as the national average;Same as the national average;Same as the national average;Below the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4323;450565;Below the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4324;520098;Above the national average;Same as the national average;Above the national average;Above the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4325;450451;Same as the national average;Above the national average;Same as the national average;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4326;530002;Below the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4327;450610;Below the national average;Same as the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Above the national average;2017-05-20
4328;490113;Same as the national average;Below the national average;Same as the national average;Same as the national average;Below the national average;Below the national average;Same as the national average;2017-05-20
4329;450348;Not Available;Above the national average;Same as the national average;Above the national average;Same as the national average;Not Available;Not Available;2017-05-20
4330;490007;Same as the national average;Below the national average;Same as the national average;Above the national average;Above the national average;Below the national average;Same as the national average;2017-05-20
4331;451358;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4332;520011;Same as the national average;Above the national average;Above the national average;Above the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4333;490143;Same as the national average;Above the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4334;500053;Above the national average;Above the national average;Same as the national average;Below the national average;Below the national average;Above the national average;Same as the national average;2017-05-20
4335;500026;Above the national average;Same as the national average;Same as the national average;Below the national average;Above the national average;Below the national average;Below the national average;2017-05-20
4336;670061;Not Available;Same as the national average;Same as the national average;Above the national average;Not Available;Same as the national average;Not Available;2017-05-20
4337;450518;Below the national average;Below the national average;Below the national average;Below the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4338;450346;Above the national average;Below the national average;Same as the national average;Below the national average;Same as the national average;Above the national average;Below the national average;2017-05-20
4339;511301;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Not Available;2017-05-20
4340;530034;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4341;490023;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Below the national average;Below the national average;Same as the national average;2017-05-20
4342;500050;Same as the national average;Same as the national average;Below the national average;Below the national average;Above the national average;Below the national average;Below the national average;2017-05-20
4343;520202;Not Available;Above the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;Same as the national average;2017-05-20
4344;490069;Same as the national average;Below the national average;Same as the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;2017-05-20
4345;450894;Not Available;Same as the national average;Same as the national average;Same as the national average;Not Available;Not Available;Not Available;2017-05-20
4346;490112;Same as the national average;Same as the national average;Same as the national average;Below the national average;Below the national average;Above the national average;Below the national average;2017-05-20
4347;450831;Not Available;Not Available;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4348;451374;Not Available;Not Available;Not Available;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4349;453314;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4350;451305;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4351;531303;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4352;451334;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4353;453308;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;Not Available;2017-05-20
4354;461307;Not Available;Above the national average;Same as the national average;Above the national average;Not Available;Not Available;Not Available;2017-05-20
4355;670095;Not Available;Above the national average;Same as the national average;Not Available;Not Available;Not Available;Not Available;2017-05-20
4356;521326;Not Available;Not Available;Same as the national average;Same as the national average;Same as the national average;Not Available;Not Available;2017-05-20
4357;471303;Not Available;Not Available;Not Available;Same as the national average;Above the national average;Not Available;Same as the national average;2017-05-20
4358;491305;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
4359;490119;Same as the national average;Below the national average;Same as the national average;Above the national average;Above the national average;Same as the national average;Above the national average;2017-05-20
4360;490098;Below the national average;Same as the national average;Above the national average;Below the national average;Below the national average;Above the national average;Same as the national average;2017-05-20
4361;521348;Not Available;Above the national average;Same as the national average;Above the national average;Same as the national average;Not Available;Not Available;2017-05-20
4362;521311;Not Available;Same as the national average;Same as the national average;Not Available;Same as the national average;Not Available;Same as the national average;2017-05-20
4363;450271;Same as the national average;Above the national average;Same as the national average;Same as the national average;Above the national average;Same as the national average;Same as the national average;2017-05-20
4364;491307;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Same as the national average;Not Available;Same as the national average;2017-05-20
